id_1,id_2,l_name,l_country,l_market cap,l_founded year,l_employees,l_industry,l_sector,l_ceo,l_revenue,l_stock,l_share price,l_city,l_address,l_website,r_name,r_country,r_market cap,r_founded year,r_employees,r_industry,r_sector,r_ceo,r_revenue,r_stock,r_share price,r_city,r_address,r_website,label
152144,54289,tata motors,,,1945 77 years ago 1945,,automotive,,,,,,,,,tata motors,india,,1945,,consumer cyclical automobile automobile parts construction equipment cars sports vehicles bus manufacturing commercial vehicles manufacturing trucks passenger vehicles electric vehicles,,natarajan chandrasekaran,34619 million usd,,,,,,1
155017,122394,the mosaic company,usa,$16.58 b,,,,,,,,$48.71,,,,the mosaic company,,,,12525,,,james c. o rourke,,,,,,,1
89561,21320,wearable health solutions,usa,,,,,,,,,$0.006000,,,,wearable health solutions,usa,$8.27 m,,,,,,,,$0.01000,,,,1
167537,88231,amplify energy,usa,$0.34 b,,,,,,,,$8.90,,,,amplify energy,usa,,,,,,,,,$8.86,,,,1
153790,84580,range resources,usa,$6.28 b,,,,,,,,$26.03,,,,range resources,usa,,,,,,,,,$25.18,,,,1
157161,24064,edgewell personal care,usa,$2.17 b,,,,,,,,$42.08,,,,edgewell personal care,usa,$2.12 b,,,,,,,,$41.34,,,,1
23184,9542,odontoprev,brazil,$0.91 b,,,,,,,,$1.66,,,,odontoprev,brazil,1.246 billion usd,,,,,,,,,,,,1
169664,96750,edison international,united states,,,,utilitiesregulated electric,utilities,,,eix,,,,,edison international,united states,$27.67 b,,,utilitiesregulated electric,utilities,,,eix,,,,,1
51134,9539,seera group holding,,,,,,,,,,,,,httpswww.seera.saen,seera group holding,saudi arabia,1.374 billion usd,,,,,,,,,,,,1
89066,17898,flexsteel industries,usa,,,,,,,,,$17.63,,,,flexsteel industries,usa,,,,,,,,,16,,,,1
146443,53908,ahold delhaize,,,2016,,consumer services,food retailers wholesalers,,,,,,,,ahold delhaize,netherlands,,1887,,consumer defensive retail super markets ecommerce food and beverage food products beverages,,peter agnefjall,83312 million usd,,,,,,1
156407,4215,fastly,usa,$1.29 b,,,,,,,,$10.50,,,,fastly,usa,5.084 billion usd,,,,,,,,,,,,1
123562,34177,envista holdings corporation,,,,11200,,,,,,,,,,envista holdings corporation,,,,11200,,,,,,,,,httpswww.envistaco.com,1
156028,101593,cowen,usa,$1.08 b,,,,,,,,$38.78,,,,cowen,usa,$1.08 b,,,,,,,,$38.65,,,,1
86849,15701,pvr cinemas,india,,,,,,,,,$20.73,,,,pvr cinemas,india,,,,,,,,,20,,,,1
170532,96618,"chunghwa telecom co., ltd.",taiwan,$34.06 b,,,telecom services,communication services,,,2412,,,,,"chunghwa telecom co., ltd.",taiwan,$34.06 b,,,telecom services,communication services,,,2412,,,,,1
149201,144017,eqrx,united states,,,,health,,,,,,cambridge,,,eqrx,united states,,2020,,health,,,,,,cambridge,,,1
122866,43491,taiwan cement,,,,10651,,,,,,,,,,taiwan cement,,,,10651,,,,,,,,,httpwww.taiwancement.comen,1
156496,114755,advantage energy,canada,$1.18 b,,,,,,,,$6.90,,,,advantage energy,canada,$1.13 b,,,,,,,,$6.57,,,,1
99896,85306,assured guaranty,bermuda,$3.66 b,,,,,,,,$61.17,,,,assured guaranty,bermuda,,,,,,,,,$62.39,,,,1
146055,32287,amadeus it group,,,1987,,technology,software,,,,,,,,amadeus it group,,,,19000,,,luis maroto,,,,,,httpsamadeus.comen,1
23754,7584,westamerica bancorporation,usa,$1.59 b,,,,,,,,$59.35,,,,westamerica bancorporation,usa,1.524 billion usd,,,,,,,,,,,,1
84734,2827,hashicorp,usa,,,,,,,,,$29.26,,,,hashicorp,usa,2707,,,,,,,,,,,,1
121006,53311,nestle ag,,,,276000,,,ulf mark schneider,,,,,,,nestle ag,switzerland,,1866,,consumer defensive fmcg food products beverages dairy products nonalcoholic beverages chocolate confectionery coffee consumer non durables food and beverage package foods,,suresh narayanan,92575 million usd,,,,,,1
116247,99817,enact holdings,usa,$3.97 b,,,,,,,,$24.40,,,,enact holdings,usa,$3.89 b,,,,,,,,$23.93,,,,1
49291,39275,cnx midstream partners lp,,,,,,,,,,,,,httpwww.cnxmidstream.com,cnx midstream partners lp,,,,,,,,,,,,,httpwww.cnxmidstream.com,1
94795,4588,kb home,,$3.00 b,,2.2439999999999998,,,,$6.63 b,,$35.10,,,,kb home,usa,4.253 billion usd,,,,,,,,,,,,1
154576,151344,tesco,unitedkingdom,$22.34 b,,,,,,,,$3.04,,,,tesco,uk,30.12 billion usd,1919.0,367321,,,ken murphy,,,,,,,1
90994,42961,xp inc.,brazil,,,,,financials,,,xpbr31,,,,,xp inc.,,,,3651,,,thiago maffra,,,,,,httpswww.xpinc.com,1
158937,102378,tiptree,usa,$0.56 b,,,,,,,,$15.46,,,,tiptree,usa,$0.53 b,,,,,,,,$14.71,,,,1
132471,74463,telia,sweden,,1966,19566,telecommunications services,,allison kirkby,$10.3b,,,,,,telia,,,,,,,,,,,,,,1
94881,25894,abiomed,,$17.18 b,,2.003,,,,$1.07 b,,$381.02,,,,abiomed,usa,$17.03 b,,,,,,,,$377.79,,,,1
124467,45085,glanbia,,,,7385,,,,,,,,,,glanbia,,,,7385,,,,,,,,,httpswww.glanbia.com,1
116159,20392,icade,france,$3.69 b,,,,,,,,$47.02,,,,icade,france,$3.13 b,,,,,,,,$41.38,,,,1
148605,144676,cred,india,,,,fintech,,,,,,bengaluru,,,cred,india,,2021,,fintech,,,,,,bengaluru,,,1
95035,45543,national beverage,,$4.19 b,,1.58,,,,$1.16 b,,$44.91,,,,national beverage,,,,1550,,,,,,,,,httpswww.nationalbeverage.com,1
25198,13367,procore,usa,$6.53 b,,,,,,,,$47.35,,,,procore,usa,,,,,,,,,44,,,,1
12695,1422,bilibili,china,,,,,,,,,29,,,,bilibili,china,30.721 billion usd,,,,,,,,,,,,1
150278,617,unity software inc.,,$26.56 billion,2004,5245,,,mr. john s. riccitiello,,,,,,,unity software inc.,usa,35.809 billion usd,,,,,john riccitiello,,,,,,,1
183418,63376,bank of nova scotia,,c$109.86 billion,,89782,,,mr. brian johnston porter a.m.p. b.com.,,,,,,,bank of nova scotia,,,,,,,,,,,,,,1
58006,36332,shapir engineering and industry ltd,israel,,not found,,industries engineering products engineering services construction infrastructure,,not found,1192 million usd,,,,,,shapir engineering and industry ltd,,,,1699,,,,,,,,,httpswww.shapir.co.ilenhome,1
123679,44298,fox factory holding,,,,3730,,,,,,,,,,fox factory holding,,,,3730,,,,,,,,,httpswww.ridefox.com,1
102532,16786,alx oncology,usa,$0.45 b,,,,,,,,$11.22,,,,alx oncology,usa,,,,,,,,,11,,,,1
87367,16237,avepoint,usa,,,,,,,,,$4.35,,,,avepoint,usa,,,,,,,,,4,,,,1
98055,83432,renesas electronics,japan,$17.12 b,,,,,,,,$9.56,,,,renesas electronics,japan,,,,,,,,,$9.72,,,,1
113194,88855,the realreal,usa,$0.15 b,,,,,,,,$1.53,,,,the realreal,usa,,,,,,,,,$1.50,,,,1
65543,12399,bt group,,,1980.0,,telecommunications services cable supplier,,,$28.8b,,,,,,bt group,uk,,,,,,,,,2,,,,1
112663,18367,advfn,uk,$18.58 m,,,,,,,,$0.46,,,,advfn,uk,,,,,,,,,0,,,,1
61579,49904,lifeworks inc.,canada,,not found,,technology software and it,,not found,not found,,,,,,lifeworks inc.,,,,,,,,,,,,,httpslifeworks.com,1
125340,24402,workman,,,,,,,,,,,,,,workman,japan,$2.88 b,,,,,,,,$35.36,,,,1
151045,32032,newmont corporation,usa,47.39 billion usd,1921.0,14400,,,tom palmer,,,,,,,newmont corporation,,,,14400,,,tom palmer,,,,,,httpswww.newmont.com,1
56315,3040,centuria capital group,australia,,not found,,financial services asset management,,not found,170 million usd,,,,,,centuria capital group,australia,5.912 billion usd,,,,,,,,,,,,1
130765,23767,indian energy exchange,,,,,,,,,,,,,,indian energy exchange,india,$1.61 b,,,,,,,,$1.80,,,,1
180084,55987,banque cantonale vaudoise,,chf6.90 billion,,1932,,,mr. pascal kiener,,,,,,,banque cantonale vaudoise,switzerland,,1845,,financial services banking services,,not found,1023 million usd,,,,,,1
130334,22915,global medical reit,,,,,,,,,,,,,,global medical reit,usa,$0.69 b,,,,,,,,$9.91,,,,1
132054,64522,swiss life holding,switzerland,,1857,10000,insurance,,patrick frost,$23.5b,,,,,,swiss life holding,switzerland,,,,,,,$23.54 b,,,,,,1
170382,96318,sika ag,switzerland,$46.01 b,,,specialty chemicals,basic materials,,,sika,,,,,sika ag,switzerland,$46.01 b,,,specialty chemicals,basic materials,,,sika,,,,,1
121851,867,canon,,,,25377,,,fujio mitarai,,,,,,,canon,japan,25.325 billion usd,,,,,fujio mitarai,,,,,,,1
131213,51824,malion new materials,,,,,,,,,,,,,,malion new materials,,,,,,,,,,,,,httpen.malion.cn,1
154136,19928,umicore,belgium,$9.67 b,,,,,,,,$38.47,,,,umicore,belgium,$8.67 b,,,,,,,,$36.13,,,,1
141953,141939,s d engineerstech,,,2001 22 yrs old,,engineering construction,,,,,,,,,s d engineerstech,,,2001 22 yrs old,,engineering construction,,,,,,,,,1
125044,14526,american eagle outfitters,,,,37000,,,,,,,,,,american eagle outfitters,usa,,,,,,,,,15,,,,1
42193,32202,transdigm group,,,,13300,,,w. nicholas howley,,,,,,httpswww.transdigm.com,transdigm group,,,,13300,,,w. nicholas howley,,,,,,httpswww.transdigm.com,1
165462,115456,fannie mae,usa,$2.10 b,,,,,,,,$2.82,,,,fannie mae,usa,$2.10 b,,,,,,,,$2.82,,,,1
155204,97994,northern trust,usa,$20.75 b,,,,,,,,$99.57,,,,northern trust,usa,$18.39 b,,,,,,,,$88.24,,,,1
162551,83212,btg pactual,brazil,$22.36 b,,,,,,,,$2.23,,,,btg pactual,brazil,,,,,,,,,$2.36,,,,1
135251,130656,tci express,,,1996 27 yrs old,,logistics,,,,,,,,,tci express,,,,,,,,,,,,,,1
165013,39757,flywire,usa,$2.86 b,,,,,,,,$26.28,,,,flywire,,,,473,,,,,,,,,httpswww.flywire.com,1
170232,70468,bayer ag,germany,$68.09 b,,,drug manufacturersgeneral,healthcare,,,bayn,,,,,bayer ag,,,1 xa0august 1863,99637 2021 2,pharmaceuticals chemicals biotechnology healthcare,,,€,,,,,www .bayer .com,1
153053,99864,itv plc,unitedkingdom,$4.04 b,,,,,,,,$0.96,,,,itv plc,uk,$3.77 b,,,,,,,,$0.94,,,,1
94662,62970,shoe carnival,,$0.69 b,,2.6,,,,$1.28 b,,$25.73,,,,shoe carnival,usa,,1978,,consumer cyclical apparels and accessories consumer services retail,,not found,1330 million usd,,,,,,1
121690,42306,longfor group holdings,,,,26316,,,,,,,,,,longfor group holdings,,,,26316,,,,,,,,,httpswww.longfor.comen,1
169328,11660,sempra energy,united states,,,,utilitiesdiversified,utilities,,,sre,,,,,sempra energy,usa,,,,,,,,,155,,,,1
82804,71667,edwards lifesciences,usa,,,,,,,,,$78.31,,,,edwards lifesciences,united states,$73.55 b,,,,,,,,,,,,1
68938,68937,linnusekonsultatsioonidoaa(11070021),,,,,,,,,,,,saare maakond saaremaa vald kuressaare linn pikk tn 54 93813,,linnusekonsultatsioonidoaa(11070021),,,,,,,,,,,,saare maakond saaremaa vald kuressaare linn pikk tn 54 93813,,1
164897,152709,progyny,usa,$3.06 b,,,,,,,,$33.02,,,,progyny,usa,$3.19 b,,,,,,,,$34.40,,,,1
53502,31816,softbank group,japan,,1981,,communication services investments telecom internet providers fixed line service semiconductors ecommerce internet of things internet or mobile app based business artificial intelligence automation robotics technology conglomerate,,masayoshi son,45399 million usd,,,,,,softbank group,,,,58786,,,masayoshi son,,,,,,httpswww.softbank.jp,1
164708,100011,renishaw,uk,$3.45 b,,,,,,,,$47.23,,,,renishaw,uk,$3.37 b,,,,,,,,$46.40,,,,1
166287,128630,zydus wellness,india,$1.13 b,,,,,,,,$17.80,,,,zydus wellness,,,,222,,,,,,,,,,1
169293,90450,"marvell technology, inc.",united states,,,,semiconductors,technology,,,9mw,,,,,"marvell technology, inc.",united states,,,,,technology,,,9mw,,,,,1
101870,87217,ionq,usa,$0.84 b,,,,,,,,$4.23,,,,ionq,usa,,,,,,,,,$4.41,,,,1
104463,94678,bank ozk,,$5.2b,,2542,financial services,,,$1.2b,,,,18000 cantrell road little rock arkansas 72223,www.ozk.compersonal,bank ozk,,$4.89 b,,2.542,,,,$1.18 b,,$41.65,,,,1
32337,11823,adani green energy,,,,1340,,,vneet s jaain,,,,,,httpswww.adanigreenenergy.com,adani green energy,india,,,,,,,,,22,,,,1
83667,33311,snap-on,usa,,,,,,,,,$248.81,,,,snap-on,,,,12800,,,,,,,,,httpswww.snapon.com,1
132645,71637,restaurant brands international,canada,,2014,5700,hotels restaurants leisure,,jose eduardo cil,$5.7b,,,,,,restaurant brands international,canada,$27.23 b,,,,,,,,,,,,1
158675,22094,atlas technical consultants,usa,$0.23 b,,,,,,,,$6.31,,,,atlas technical consultants,usa,$0.21 b,,,,,,,,$5.56,,,,1
159736,67755,em-tec energiemontagen,germany,,2017,16.0,,construction,,3002729,,,,,,em-tec energiemontagen,germany,,2017,,,construction,,,,,,,,1
132068,97551,jardine matheson,bermuda,,1832,400000,conglomerates,,john raymond witt,$35.9b,,,,,,jardine matheson,hong kong,$37.02 b,,,,,,,,$51.35,,,,1
59618,47944,salzgitter ag,germany,,1858,,basic materials iron and steel,,not found,9764 million usd,,,,,,salzgitter ag,,,,,,,,,,,,,httpswww.salzgitterag.com,1
47406,5807,shenzhen international holdings,,,,6918,,,,,,,,,httpswww.szihl.com,shenzhen international holdings,hong kong,3.017 billion usd,,,,,,,,,,,,1
121560,71972,electronic arts,,,,11000,,,andrew wilson,,,,,,,electronic arts,united states,$36.02 b,,,,,,,,,,,,1
116280,36338,cabot corporation,usa,$4.07 b,,,,,,,,$72.33,,,,cabot corporation,,,,4500,,,,,,,,,httpwww.cabotcorp.com,1
42418,26059,southwest airlines,,,,55100,,,robert e jordan,,,,,,httpswww.southwest.com,southwest airlines,usa,$22.44 b,,,,,,,,$37.81,,,,1
155401,111373,incyte,usa,$18.18 b,,,,,,,,$81.76,,,,incyte,usa,$18.49 b,,,,,,,,$83.13,,,,1
70678,11446,petrochina,china,$142.3 b,,,,,,,,,,,,petrochina,china,,,,,,,,,1,,,,1
63995,53665,bharti airtel,,,,,,,,,,,,,,bharti airtel,india,,1995,,communication services telecom mobile services fixed line service internet providers television services,,sunil bharti mittal,14588 million usd,,,,,,1
161898,110557,bp,uk,$108.05 b,,,,,,,,$35.50,,,,bp,uk,$107.07 b,,,,,,,,$35.36,,,,1
121300,316,vinci,,,,217731,,,xavier huillard,,,,,,,vinci,france,63.458 billion usd,,,,,,,,,,,,1
163760,153609,minebeamitsumi,japan,$6.59 b,,,,,,,,$16.23,,,,minebeamitsumi,japan,$6.76 b,,,,,,,,$16.66,,,,1
125090,109053,metro ag,,,,97639,,,,,,,,,,metro ag,,$3.8b,,95141,retailing,,,$35.2b,,,,metrostrasse 1 duesseldorf 40235,www.metroag.de,1
123079,43698,consumers energy company,,,,9778,,,,,,,,,,consumers energy company,,,,9778,,,,,,,,,httpswww.consumersenergy.com,1
96838,90909,"mid-america apartment communities, inc.",united states,$24.18 b,,,reitresidential,real estate,,,maa,,,,,"mid-america apartment communities, inc.",united states,,,,,real estate,,,maa,,,,,1
166252,156462,taro pharmaceutical,israel,$1.16 b,,,,,,,,$31.11,,,,taro pharmaceutical,israel,$1.17 b,,,,,,,,$31.21,,,,1
153793,84519,spark new zealand,newzealand,$6.29 b,,,,,,,,$3.37,,,,spark new zealand,new zealand,,,,,,,,,$3.37,,,,1
159248,87676,siga technologies,usa,$0.56 b,,,,,,,,$7.79,,,,siga technologies,usa,,,,,,,,,$8.42,,,,1
115214,15075,verona pharma,uk,$1.71 b,,,,,,,,$22.70,,,,verona pharma,uk,,,,,,,,,25,,,,1
114001,16673,cnb financial corp,usa,$0.49 b,,,,,,,,$23.56,,,,cnb financial corp,usa,,,,,,,,,24,,,,1
169643,150823,csx corporation,united states,,,,railroads,industrials,,,csx,,,,,csx corporation,usa,83.20 billion usd,1980.0,20919,,,james m. foote,,,,,,,1
111095,64556,lennar,usa,$25.14 b,,,,,,,,$88.30,,,,lennar,united states,,,,,,,$28.42 b,,,,,,1
95042,65887,cheniere energy,,$27.63 b,,1.55,,,,$15.74 b,,$57.10,,,,cheniere energy,,,1983.0,,oil gas operations,,,$17.6b,,,,,,1
170055,110300,"nike, inc.",united states,$213.60 b,,,footwear accessories,consumer discretionary,,,nke,,,,,"nike, inc.",united states,$213.60 b,january 25 1964,73300,footwear accessories,consumer discretionary,mr. john j. donahoe ii,,nke,,,,,1
123871,2878,steel authority of india,,,,68742,,,,,,,,,,steel authority of india,india,6.960 billion usd,,,,,,,,,,,,1
163009,111501,banque saudi fransi,saudi arabia,$12.78 b,,,,,,,,$10.66,,,,banque saudi fransi,saudi arabia,$12.12 b,,,,,,,,$10.07,,,,1
161777,82470,amazon,usa,$992.11 b,,,,,,,,$97.25,,,,amazon,usa,,,,,,,,,$98.12,,,,1
123329,2345,mineral resources,,,,3100,,,,,,,,,,mineral resources,australia,7.416 billion usd,,,,,,,,,,,,1
147526,127279,criteo,,,2005,,technology,internet,,,,,,,,criteo,,,,,,,,,,,,,,1
162146,32013,prudential,uk,$45.22 b,,,,,,,,$32.57,,,,prudential,,,,18687,,,charles f. lowrey,,,,,,httpswww.prudential.com,1
85291,14112,china airlines,taiwan,,,,,,,,,$0.63,,,,china airlines,taiwan,,,,,,,,,1,,,,1
57712,13516,knowbe4,usa,,2010,,software and it infrastructure,,not found,246 million usd,,,,,,knowbe4,usa,,,,,,,,,25,,,,1
158119,113248,alithya group,canada,$0.16 b,,,,,,,,$1.76,,,,alithya group,canada,$0.16 b,,,,,,,,$1.77,,,,1
153187,99892,servisfirst bancshares,usa,$3.86 b,,,,,,,,$71.15,,,,servisfirst bancshares,usa,$3.67 b,,,,,,,,$67.69,,,,1
65503,25862,china railway construction,,,1948.0,,construction,,,$157.7b,,,,,,china railway construction,china,$15.96 b,,,,,,,,$1.27,,,,1
170041,90198,broadcom inc.,united states,$265.27 b,,,semiconductors,technology,,,avgo,,,,,broadcom inc.,united states,,,,,technology,,,avgo,,,,,1
111563,92211,evonik industries,germany,$10.14 b,,,,,,,,$21.77,,,,evonik industries,,,2007,,basic materials,speciality chemicals,,,,,,,,1
84084,71216,china zheshang bank,china,,,,,,,,,$0.36,,,,china zheshang bank,china,$9 b,,,,,,,,,,,,1
153009,94935,gatx,usa,$3.91 b,,,,,,,,$111.34,,,,gatx,,$3.97 b,,1.863,,,,$1.27 b,,$113.03,,,,1
63343,94,reliance industries,,,,,,,,,,,,,,reliance industries,india,214.910 billion usd,,,,,,,,,,,,1
102793,88221,arctic paper,poland,$0.33 b,,,,,,,,$4.80,,,,arctic paper,poland,,,,,,,,,$4.94,,,,1
100848,86130,celldex therapeutics,usa,$1.89 b,,,,,,,,$40.25,,,,celldex therapeutics,usa,,,,,,,,,$46.02,,,,1
132259,74251,vedanta limited,india,,1976,70089,materials,,sunil duggal,$16.4b,,,,,,vedanta limited,,,,,,,,,,,,,,1
157343,112684,ultimate games,poland,$19.45 m,,,,,,,,$3.72,,,,ultimate games,poland,$20.25 m,,,,,,,,$3.87,,,,1
110879,97511,honda,japan,$40.99 b,,,,,,,,$24.17,,,,honda,japan,$40.83 b,,,,,,,,$24.07,,,,1
127871,38480,assetmark financial holdings,,,,870,,,,,,,,,,assetmark financial holdings,,,,870,,,,,,,,,httpswww.assetmark.com,1
134567,99885,huhtamaki,,,1935 88 yrs old,,packaging,,,,,,,,,huhtamaki,finland,$3.69 b,,,,,,,,$35.43,,,,1
162611,63651,hewlett packard enterprise,usa,$20.44 b,,,,,,,,$15.95,,,,hewlett packard enterprise,,,,,,,,,,,,,,1
122284,32903,toyota tsusho corporation,,,,66067,,,ichiro kashitani,,,,,,,toyota tsusho corporation,,,,66067,,,ichiro kashitani,,,,,,httpswww.toyotatsusho.com,1
163215,83902,eicher motors,india,$10.60 b,,,,,,,,$38.78,,,,eicher motors,india,,,,,,,,,$38.63,,,,1
72445,1669,hotai motor,taiwan,$11 b,,,,,,,,,,,,hotai motor,taiwan,11.444 billion usd,,,,,,,,,,,,1
115555,4958,embraer,brazil,$2.32 b,,,,,,,,$12.51,,,,embraer,brazil,3.321 billion usd,,,,,,,,,,,,1
74147,26193,bank mandiri,,,,,,,,,,,,,,bank mandiri,indonesia,$31.12 b,,,,,,,,$0.67,,,,1
71311,55625,jfe holdings,japan,$7.25 b,,,,,,,,,,,,jfe holdings,japan,,2002,,basic materials iron and steel metals consumer goods,,not found,31851 million usd,,,,,,1
54110,828,delta air lines,usa,,1925,,industries airlines aviation transportation,,francis s. blake,29899 million usd,,,,,,delta air lines,usa,25.878 billion usd,,,,,francis s. blake,,,,,,,1
188262,111564,next plc,,£7.96 billion,,25491,,,lord simon a. wolfson,,,,,,,next plc,uk,$10.16 b,,,,,,,,$78.63,,,,1
44248,2645,avic aviation high-technology,,,,,,,,,,,,,httpwww.avicht.com.cn,avic aviation high-technology,china,7.255 billion usd,,,,,,,,,,,,1
97497,32061,microchip technology,usa,$41.86 b,,,,,,,,$76.11,,,,microchip technology,,,,19500,,,ganesh moorthy,,,,,,httpswww.microchip.com,1
151142,121510,ambev,brazil,40.76 billion usd,1999.0,50479,,,jean jereissati,,,,,,,ambev,,,,50479,,,jean jereissati,,,,,,,1
155379,151572,huatai securities,china,$17.64 b,,,,,,,,$19.44,,,,huatai securities,china,22.81 billion usd,1990.0,10516,,,,,,,,,,1
85191,14155,applovin,usa,,,,,,,,,$10.81,,,,applovin,usa,,,,,,,,,10,,,,1
115165,15315,biotest,germany,$1.63 b,,,,,,,,$46.16,,,,biotest,germany,,,,,,,,,45,,,,1
154930,72357,resmed,usa,$33.76 b,,,,,,,,$230.54,,,,resmed,united states,$33.26 b,,,,,,,,,,,,1
74265,65736,hikvision,,,,,,,,,,,,,,hikvision,,,2001.0,,technology hardware equipment,,,$13b,,,,,,1
92226,25846,fresenius,,,1912,,health care,health care providers,,,,,,,,fresenius,germany,$15.61 b,,,,,,,,$27.72,,,,1
157380,18267,genetic technologies,australia,$20.31 m,,,,,,,,$1.05,,,,genetic technologies,australia,,,,,,,,,1,,,,1
83796,66218,swire pacific,hong kong,,,,,,,,,$8.92,,,,swire pacific,,,1816.0,,conglomerates,,,$11.7b,,,,,,1
183126,111999,kruk spolka akcyjna,,€1.25 billion,,not found,,,mr. piotr krupa,,,,,,,kruk spolka akcyjna,poland,$1.46 b,,,,,,,,$77.19,,,,1
163377,122623,mondi,uk,$8.91 b,,,,,,,,$18.13,,,,mondi,,,,26000,,,,,,,,,,1
55918,34240,mobile telesystems,russia,,1993,,communication services telecom utilities mobile services telecom equipment television services,,not found,4847 million usd,,,,,,mobile telesystems,,,,58415,,,,,,,,,httpmts.ru,1
162022,70851,china telecom,china,$61.42 b,,,,,,,,$0.48,,,,china telecom,china,$35.23 b,,,,,,,,,,,,1
170289,90446,marvell technology group ltd.,bermuda,$58.36 b,,,semiconductors,technology,,,mrvl,,,,,marvell technology group ltd.,,,,,,,,,mrvl,,,,,1
107967,84980,companhia siderurgica nacional,,$4.4b,,35179,metals and mining,,,$8.9b,,,,av. brigadeiro faria lima 340020 andar itaim bibi sao paulo 04.538132,www.csn.com.br,companhia siderurgica nacional,brazil,,,,,,,,,$3.34,,,,1
161814,11385,astrazeneca,uk,$216.21 b,,,,,,,,$69.15,,,,astrazeneca,uk,,,,,,,,,71,,,,1
122359,83921,spirax-sarco engineering,,,,85,,,nicholas j. anderson,,,,,,,spirax-sarco engineering,uk,,,,,,,,,$141.30,,,,1
150453,64996,shanghai international port,,cn¥144.13 billion,,14068,,,mr. jun yan,,,,,,,shanghai international port,china,,,,,,,$5.18 b,,,,,,1
